ImageID,Labels,Caption
6909.jpg,1,Smiling woman holding a pastry in a restaurant.
16507.jpg,1 3,Two men posing for a picture together in a crowded parking lot.
12871.jpg,1 18 19,A white horse standing in a puddle of water next to a man laying on the ground.
12437.jpg,1,A surfer rides on the front of a wave
13492.jpg,3,A street scene with focus on a street sign.
8582.jpg,16,Bird with black pointy feathers on its head standing before a body of water.
28978.jpg,1,a person in a red and black wetsuid surfing a wave
27461.jpg,1,A baseball player standing in the middle of a baseball field.
8251.jpg,1,A man wearing swim trunks playing Frisbee on the beach
1257.jpg,1,A surfer riding a wave in a tempestuous ocean
6681.jpg,5,a close up of a small plane on a run way
8931.jpg,1 15,The girl wears a baseball cap and sunglasses as she sits next to the water.
19007.jpg,1,A woman pulling out a pan of food from an oven.
16323.jpg,18,a dog that is sitting next to a chair
270.jpg,7,A blue and white train traveling down train tracks.
2822.jpg,1,A giraffe is walking on the green field of grass.
1973.jpg,3,A couple of toilets that are near a wall.
29526.jpg,17 18,A cat sitting on top of a slab of cement next to a black and whtie dog.
13629.jpg,1,Multiple factory workers processing bunches of green bananas.
14634.jpg,1,A man standing on a tennis court holding a racquet.
16279.jpg,16,A herd of cattle grazing on a dry grass field.
16654.jpg,3 7,A small orange train traveling down tracks near a station.
19986.jpg,1,A female holding a tennis racket jumping up in the air.
2770.jpg,1,A woman looking at a another with two people in the background.
21988.jpg,1,A man posing with a surfboard on an elevator.
2329.jpg,1,A young child sitting in a chair next to a stove top oven.
22109.jpg,1 3,A person holding a tennis racquet on a tennis court.
5936.jpg,14,A parking meter sitting next to a plant and a window.
9468.jpg,19,A light brown horse carrying baggage around the saddle.
15442.jpg,1,A beautiful woman riding a boogie board on a wave in the ocean.
7992.jpg,1,The people are playing the game in the living room.
1894.jpg,1 19,A man is using horses to plow a field.
29695.jpg,1,I am unable to see an image above.
16705.jpg,16,A bird is tethered to a small hump of fake grass.
17923.jpg,1,A man is zipping a small boy into a suitcase.
17858.jpg,1 3 6 10 14,A woman standing on the side of a street next to a large bus.
17756.jpg,1,A person skiing down a mountain of snow.
17127.jpg,1,A man and a woman standing next to each other holding tennis racquet.
29265.jpg,1,A man is trying to hit a tennis ball with a racket.
17575.jpg,1,two skateboarders and one is doing a trick
13859.jpg,1,people eating and buying pizza slices in a busy area
27654.jpg,10 7,A yellow and grey train on tracks beneath a traffic signal
14416.jpg,1 4,A man riding on the back of a green motorcycle.
6045.jpg,1 7,A man standing in front of a train car door.
15055.jpg,15,A stone bench sits beside a trail on the side of a hill.
21376.jpg,10 3,A traffic light on red on a rainy evening
17620.jpg,8 1 14,A truck sitting in a small town with flooded streets.
19766.jpg,1 10 11,The intersection of a street with a street sign.
5393.jpg,1,three kids sitting together on a bed with one of them holding onto a teddy bear
19943.jpg,1,Delicacy food being served for people to eat.
18298.jpg,1,Two people near each other with snowboards on snowy slopes
21273.jpg,1,a person sitting down with a bottle and a cup
18113.jpg,1,A man flying a kite in an open field.
21490.jpg,1,A hand wearing a ring reaching for a pair of scissors.
10173.jpg,1 19,a fat woman with a hat looking at a horse
21564.jpg,17 1,A cat hitting a tennis ball with a tennis racquet.
29742.jpg,17,A cat on the table looking at a bowl of carrots.
9610.jpg,1,A young man in glasses and jacket by a window
9309.jpg,1,A group of people sit at a table with food.
16621.jpg,1,A little girl that is sitting in front of a table.
23853.jpg,1 3 8 10 11 13,A man wearing a pacman costume standing on a street corner.
23377.jpg,1 5,Three people walking toward a small airplane on a tarmac.
26070.jpg,1,Two toddlers are playing with a hair driver.
10731.jpg,1,The two skiers have on all the gear needed to ski.
562.jpg,10,A bunch of signs that are near a building.
10209.jpg,5,An airplane wing flying over a mountain area.
1031.jpg,1,A glass platter that has pizza on it.
27495.jpg,7,a close up of a train on a train track
28423.jpg,1,A young lady is on the snow in her ski gear.
17209.jpg,1 18 3,A large woman and puppy dog sitting inside a car.
7059.jpg,1,A person is choosing produce to bag at an outdoor market
10600.jpg,3 5,A passenger jet connected to a boarding gate.
4377.jpg,3 4,Two motorcycles are parked together next to a car.
23117.jpg,1,A man sitting on a bench in the dark.
24168.jpg,1,A child sitting in a high chair with mom holding a cake.
22992.jpg,1,A baseball player looks at the ball after hitting it.
6977.jpg,19,A field with three brown horses standing and laying on top of it.
25883.jpg,1,players on a baseball field during a baseball game
19467.jpg,16,A couple of giraffe walking through a tall grass field.
18808.jpg,1,an old man checking his cell phone by a building
11103.jpg,1 15,a skater is holding out his hand and flashing a symbol
28013.jpg,15,A table on a balcony with lots of different colored spools of thread.
17632.jpg,1,a snow skier and a snowboarder with a black board
1249.jpg,8 3 7,A train passing down the track in the open.
23700.jpg,17,A grey cat with green eyes looking straight ahead.
25121.jpg,1 2,A man who is sitting next to a cart of bananas.
11323.jpg,16,A blue bird is standing on a towel outside.
13072.jpg,1,a baseball player on a field with a bat
28026.jpg,17,A cat sitting on top of a bathroom sink.
28571.jpg,11,A white building with a clock on the side.
13346.jpg,1,Three people talking at a display table with banners and brochures.
10058.jpg,7,A colorful train is going down the tracks with many cars behind it.
24518.jpg,1,A coffee cake on a cake plate next to a cup of coffee on a counter.
28601.jpg,1,a girl eats her lunch at her litte table
11059.jpg,1,A baseball player swings a bat at a thrown ball
22230.jpg,1,A pancake on a table is cut into little squares.
19420.jpg,1 2 19 9,A couple of carriages and a horse on the water.
13752.jpg,1,Black and white image of people doing exercises on surfboards.
21644.jpg,1 15,A group of beautiful women standing on top of a tennis court.
7045.jpg,19,Cake in the form of a carousel decorated white and blue.
20168.jpg,1,A man holds a hot dog up to the camera.
18195.jpg,1,this is a woman hilding a racket in a game
24605.jpg,1,A youth baseball pitcher winding up a fastball
17821.jpg,9 1,A man standing on the side of a blue boat in a large body of water.
9878.jpg,19,Two brown horse in the middle of a pasture.
24269.jpg,1,A couple of people holding tennis racquets on a  tennis court.
26182.jpg,1,A close up of a tennis player with a scary mask on.
21008.jpg,1,Young people standing around holding skateboards covered in graffiti.
13312.jpg,1,A woman holding up a snowboard on top of a snow covered ground.
22881.jpg,1,A skier becoming airborne while skiing down a mountain.
4541.jpg,17 1,A little boy eating something with his leg over a cat.
27005.jpg,17,a cat stands in an empty food dish and eats from another that has food
26372.jpg,1,Three men standing at the top of a snow covered slope in their skis.
13666.jpg,1 18 3,A man under the hood of a car while a dog is next to him.
17824.jpg,13,"A red stop sign that reads "" Stop My Space ""."
7961.jpg,5,A jet is flying through a cloudy sky.
14441.jpg,3 11 13,A small poster has been placed over a street stop sign.
21127.jpg,1,A field full of people flying kites on a green field.
14989.jpg,17,Small brown cat laying down on top of a cushion on a couch.
7442.jpg,9 1,A man is reaching for a chair on a ferry boat.
6256.jpg,1,A man sitting in front of a barrel inside of a room.
12697.jpg,17,There is a kitten sitting next to a bowl of water.
28372.jpg,1,A group of people riding skis down a snow covered slope.
8595.jpg,1,A base ballplayer throwing a baseball while running..
15358.jpg,8 1 4,A toddler is smiling and sitting on a motorcycle.
27392.jpg,18 2,A black dog is sitting on a chair with its paw in a coffee mug.
18837.jpg,8 1,A cake shaped  like a red semi truck with cookie wheels.
65.jpg,1 18,a family is sitting down at a table to have cake
25062.jpg,1 6,"A small bus with the word ""Orbit"" painted on it's side."
24310.jpg,1 2,a person riding a skate board on a skate park
26932.jpg,6,A tour bus parked outside of a building on teh side of a road.
6186.jpg,1 3 6 13 15,A picture of an outdoor area that looks great.
18678.jpg,9 1,A man is reaching out to boy who is laying on top of a surfboard.
23236.jpg,1,a young child swinging a bat at a ball
13557.jpg,1,a woman in a black top at a table with a drink and food
24460.jpg,1,a young child on a beach with a kite flying in the sky
22756.jpg,7,A very tall building with a train sitting next to it.
26043.jpg,1,Elephants are hitched at this post like horses in an old west town
5114.jpg,1 3,A young boy in baseball outfit getting ready to bat.
13427.jpg,1 2 3,A man stands near a very large selection of fruits and vegetables
24376.jpg,1 2 19 15,A solid white bicycle is parked next to statues on a sidewalk.
18668.jpg,1,A woman standing on top of a sandy beach.
7513.jpg,17,Two cats sticking their heads in a sink
17808.jpg,1 18,A woman in heels is petting a dog's chin.
20706.jpg,1 15,A baseball batter anticipating the pitch of the baseball.
22500.jpg,1 3,A little blond boy in his underwear riding a yellow skateboard in a driveway.
22220.jpg,1 11 15,A man plays music on the side of the street
8001.jpg,1,"Two city banners on a post that are advertisements for ""The Art of Norman Rockwell."""
16062.jpg,1 10 3 6,an image of a traffic controller directing traffic in the middle of a busy intersection
18047.jpg,1 6,Tourists red on top of a red tour bus in the city.
73.jpg,1,A young man laying on the ground while wearing skis.
1843.jpg,1,A little baby sitting next to a stuffed bear.
770.jpg,1 2 3,there are people that are riding there bikes on the street
11229.jpg,10 3 13 6,two red double decker buses following each other
14680.jpg,7,a blue and silver train engine pulling freight cars
25293.jpg,1,A happy young couple cutting a white frosted cake.
17672.jpg,1,A close-up of a clock hanging off an old wall.
9437.jpg,1 18,A dog is catching a Frisbee in the grass.
21917.jpg,1,A  man riding a snowboard up the side of a ramp.
16246.jpg,1,A man riding a wave on top of a snowboard.
23664.jpg,1,Two women holding a cake with a picture of them on the cake.
28239.jpg,16,A couple of birds are flying around the light house.
17746.jpg,1,A young holding a neon green frisbee in front of a woman.
13407.jpg,1,A girl in a dress is holding a Wii controller.
25393.jpg,8 5,Some large planes are sitting together on a runway
5939.jpg,1,a line of kites that look like cows next to the road
9680.jpg,1,A man with glasses in grey shirt and striped tie.
29296.jpg,3 13,A street sign with a heart painted on it.
18782.jpg,1,A group of women riding in a boat on a body of water.
4027.jpg,1,A man sitting at a computer desk with a plate of food.
26213.jpg,1,An animal eating food out of a green pale.
16059.jpg,1 3 15,A baseball player holding a bat next to home plate.
17503.jpg,1 6,A person crossing the street in front of a transit bus.
14378.jpg,3 6,A bus being reflected in the rear view mirror of a bus.
8975.jpg,10,A street sign hanging from a traffic light pole.
5898.jpg,1,a man in a white shirt and a woman and they both have cellphones
3963.jpg,11,A blue and white fire hydrant hiding in a grassy area.
3937.jpg,1,A gas stove that is stainless steel and clean.
17497.jpg,11,Marked red fire hydrant near green vegetation area.
4414.jpg,5,A large passenger jet flying through a  gray sky.
29001.jpg,8 3 13,A stop sign along a street with parked junk cars.
17180.jpg,5,THREE IS AN AIRPLANE THAT IS ABOUT TO LAND
3146.jpg,1 3 7,A train traveling past a row of four smoke stacks.
26234.jpg,17,An orange cat sitting on top of a bed near a teddy bear.
21708.jpg,1,a man and women that is throwing a freez be
28244.jpg,17,a entertainment center with a bunch of electronics
7508.jpg,1,A couple of kids holding Nintendo Wii game controllers.
16531.jpg,15,A photo of the inside of the main walkway of a church.
10768.jpg,1 5,THERE IS AN AIR PLANE THAT IS PARKED ON THE STREET
6193.jpg,1,a woman standing at the stove and looking at something on it
9991.jpg,1,a boy playing little league ball with a glove on his hand
3514.jpg,1,A group of people on a field with a kite.
7273.jpg,1,A woman wearing a mink stole around her neck.
21860.jpg,1 6 15,A large blue city bus driving pat a shopping center with a video store.
1203.jpg,1,A man raising an umbrella while a woman watches and smokes.
21431.jpg,1 4,motorcyclist riding down a road with multiple motorcycles parked on the side
18217.jpg,1 4,A man hanging on to a motor bike.
9692.jpg,1,A little girl holding her skateboard in one arm.
20164.jpg,3 5,Canadian planes sitting at the airport on a clear day.
9412.jpg,1,A batter swings his baseball bat and the umpire stands behind.
5256.jpg,1 6,A bus stopped on ice in the mountain area.
5958.jpg,1,A bathroom sink sitting under a bathroom mirror under lights.
28200.jpg,11 13,A fire hydrant in a grassy curb in a parking lot.
12109.jpg,17,A black cat laying down in a bathroom sink.
15681.jpg,1,A man is using a cell phone to take his picture in a bathroom mirror.
24400.jpg,11,A red fire hydrant sitting in front of a tree.
22872.jpg,10 7 15,A couple of trains parked inside of a train station.
1055.jpg,1,A person running across a field near a flying frisbee.
13881.jpg,1 13,A woman crosses the street in rear view mirror.
16981.jpg,8 1 5,A full view of an airplane taking a shower.
28693.jpg,1,A man in business attire is standing beside a railed dining area while talking on his phone.
1525.jpg,19,there is a large beige horse standing in a stable
25788.jpg,1,Three doughnuts arranged on two plates on a table.
25385.jpg,1 4,A man riding on top of a motorcycle into the sky.
5155.jpg,1,A man sitting in a chair with his legs folded.
12895.jpg,1,a couple of people that are on a baseball field
14127.jpg,18,a kitchen with a fridge and some cabinets
5665.jpg,17,a fat cat sitting in a bathroom sink
23954.jpg,10 3 13,A raggedy street with a stop sign and a railroad sign
16412.jpg,1,A crowd of people standing around a market filled with oranges.
21272.jpg,17,A Siamese cat kissing itself in front of a mirror.
17148.jpg,1 15,A skateboarder is riding his board on the wall.
15554.jpg,1,A man has his hand up to a giant cow's nose.
27334.jpg,17,a cat sitting in front of his bowls of food and water
2970.jpg,1 18,A woman holding a Wii game controller in her right hand.
22061.jpg,1 2 3,A woman with black umbrella walking across a street.
7000.jpg,16,Flocks of birds migrating in the sky towards out
16468.jpg,1,A baby pulling themselves up to look at a laptop.
493.jpg,3,An open living room with hardwood floors and a fireplace
17345.jpg,17,A cat drinking out of a small white cup.
8665.jpg,1 3 6 10 14,A man and woman that is standing under an umbrella.
15583.jpg,1,a small kid sits with a bunch of stuffed animals
16123.jpg,1,Glasses and plates of food sit on a restaurant table.
13802.jpg,18,a dog jumping up to reach a pink frisbee
10483.jpg,1 18,there is a dog that is laying in the middle of a restaurant
6027.jpg,1,A man in a baseball uniform standing on a baseball field.
7239.jpg,1 7,Two trains parked at a train station next to each other.
24782.jpg,1,A man wearing red shorts rides a small wave on his surf board.
23369.jpg,1 9,A group of different people enjoying the beach.
24053.jpg,1,Time to head home after an exhausting baseball game.
29992.jpg,1,a person sitting on a floor with a laptop
18060.jpg,1,A man with two Frisbee in a field.
11142.jpg,1,A skate board rider tiptoes on his board
2550.jpg,1 3,some people stand next to some train tracks
13302.jpg,7,A train comes down the tracks and enters the tunnel.
27866.jpg,1,A man wearing a black jacket with his hands crossed.
20360.jpg,1,a group of elephants standing in the sand next to some rocks
10980.jpg,17,Lion on the side of the road eating a zebra.
17651.jpg,8 3 10 11,A blue and silver fire hydrant on sidewalk next to street.
14927.jpg,1,The young man is lying on a body board.
12930.jpg,1,a close up of a woman in pigtails a shirt and tie
26804.jpg,1,A man walking with his surf board on a rocky beach.
19016.jpg,7,a couple of trains carts in a station
13293.jpg,1 4,A man riding a motorcycle down a long road next to green grass.
12564.jpg,1,Bald mannequin leaning against wall with shirt open.
815.jpg,1 18,A picture of a brown dog sitting on the beach.
18878.jpg,8 1,People standing next to a parked food truck.
7608.jpg,1,The young woman is licking the bread of a sandwich.
4087.jpg,1,A TV sitting on top of a wooden stand next to a fire place.
22039.jpg,1 3 7,A large steam engine train parked next to a train station.
18284.jpg,17,A cat is laying down on a white laptop.
21178.jpg,1,A group of men standing next to a long line of luggage.
23217.jpg,1,A woman standing on top of a tennis court holding a racquet.
29272.jpg,1,a little league player waiting to run while standing at base
22799.jpg,1 2,A young boy standing next to a bike near a body of water.
24182.jpg,1 9,"A couple of men, in love eating food together."
20632.jpg,1,a lady that is staring at some fruit
6923.jpg,18,A small brown holding a frisbee in it's mouth.
8908.jpg,1,A person standing in a kitchen while flames come out of a pot.
660.jpg,17,A couple of cats standing in sinks in a room.
20483.jpg,8,A white truck that is sitting under a tree.
17505.jpg,1,A female tennis player straining to return a serve.
17674.jpg,1 7,A red and white train passing a train station.
7359.jpg,1,A young man riding a snowboard down the side of a rail.
17804.jpg,1,A group of people with surfboards ride a wave.
28400.jpg,1,A man leaning over a sink with knife covered in brain matter.
19990.jpg,1,a number of people on a hill with a kite in the sky
17381.jpg,1,A long line of people standing in the rain beneath umbrellas.
20475.jpg,5,A large passenger jet flying through a blue sky
1461.jpg,8 1 11,A street view of a red fire hydrant next to people.
2409.jpg,1 7,A steam locomotive moves down the railroad track.
296.jpg,1,A black and white picture of two women in the kitchen .
18251.jpg,1,A golfer has his golf club up in the hitting position.
23141.jpg,1,"A man on a surfboard, surfing in the ocean."
16947.jpg,16,Swans and ducks swim in a pond while a brown and white cow stands on the land.
7549.jpg,1,A group of people standing around a display case.
7943.jpg,1 4,A woman posing in front of a scooter in a park.
17532.jpg,1 15,A man riding a skateboard through he air over a walkway.
23058.jpg,1,A man holding up a plastic portable computer
5790.jpg,1 18,The small dog waits in the kitchen for food to be dropped by its owner.
28316.jpg,1,A group of men carrying surfboards into the ocean.
23208.jpg,11,A fire hydrant that is by a street.
20825.jpg,1,a women that is holding a sandwich in hand
27838.jpg,1,A man is rummaging through items in the refrigerator.
24386.jpg,1 4,A man riding an orange motorcycle down a road next to a bush covered landscape.
23398.jpg,1,A man on snow skis skiing down a ski trail
23839.jpg,1 4,"Another view of the bear-costumed men taking part in the ""no bike parking tax"" protest."
20341.jpg,1 3 4,Several people on motor scooters waiting in a parking lot.
12421.jpg,1 19,A jockey rides a horse over an obstacle.
21621.jpg,18,Three dogs lying on the ground covered with grass
9856.jpg,5,a dark blue jet with a red and white stripe is flying
29713.jpg,1 2,A woman is blurry as she rides her bike next to shops in a city.
20075.jpg,1,A man brushing his teeth with an electric tooth brush.
17142.jpg,3 13,A red stop sign next to a street with a red car driving over it.
13796.jpg,1,A surfboard person surfs a wave in the water
8382.jpg,1,A guy on a skateboard up on a ledge.
18563.jpg,1,"Children with spoons make sandwiches on square plates, near a plate of strawberries."
16864.jpg,1,A man riding a skateboard on top of his head.
21394.jpg,1,"Two people are playing the wii, having a blast."
29379.jpg,8 10 3,Traffic is traveling along the city streets with traffic lights
4190.jpg,1,A girl riding skis holding two ski poles.
27137.jpg,1,a person riding skis on a snowy slope
4350.jpg,8 1 16,A silver Manatee rescue truck parked in a parking lot.
8742.jpg,1,A couple of men playing a game of frisbee.
16378.jpg,15,Snow on benches in a park during the day.
7631.jpg,1 5,a airplane that is sitting on a patch of grass
25771.jpg,1 3 4,The men and the women was riding there motercycles
24552.jpg,1 2,A young man standing next to a young lady next to a bike.
2723.jpg,1,A couple of men playing a game of tennis.
18180.jpg,1,A young man and woman play a video game in front of others.
27293.jpg,18,A dog is sniffing something orange on a wood floor.
19374.jpg,8,The truck carrying the cow is driving on the road
16880.jpg,1 19,A man walking a white horse with a pink thing on it's head.
12460.jpg,1 3,A man in a driveway jumping items on a skateboard.
1463.jpg,2,A bicycle with a basket is parked at the side of a building
496.jpg,1,A woman holding a pizza pie on a tray in a kitchen.
23988.jpg,1,A young girl eating a donut while sitting on a pink chair.
11697.jpg,1,A house and trees on top of a snowy hill.
4008.jpg,1,some people in the snow flying kites and some trees
21816.jpg,1,A man taking a swing at a baseball
2287.jpg,1,A man preparing food in a professional kitchen.
8656.jpg,1,A baseball player swinging a bat while standing next to home plate.
11983.jpg,1,Life guards wearing red shirts in an ocean with a blue surfboard.
9158.jpg,1,a person is in the water with a board
444.jpg,17,A cat sitting and staring at a television set.
10269.jpg,1,A couple of people standing on top of a snow covered slope.
8631.jpg,1,A billboard with young men and women dressed in service uniforms.
672.jpg,17 1,a young lady holding her kitten and kissing its head
22296.jpg,10,The street sign properly displays the name of four streets.
1494.jpg,1,A man wearing a lanyard has taken a selfie in the mirror.
29994.jpg,17 1,An orange cat sitting on top of wooden floor boards.
20065.jpg,1 9,A woman and two babies are in a swimming pool.
5262.jpg,1 18 15,A small dog sitting on a wooden bench
11745.jpg,1,Three men playing a game of tennis with each other.
3751.jpg,1,The man in the hat is carrying an umbrella.
2670.jpg,1,A woman standing next to a brick wall near a door.
17143.jpg,1,Jeff Daniels in Italy eating pizza and discussing
23182.jpg,1 19,A man with a horse pulling a wagon of hay.
15220.jpg,10,A walk and don't walk sign with the don't walk part lit.
13379.jpg,1 15,The man sits on a bench reading with a cup of coffee.
2083.jpg,17,A large gray tiger cat sleeping on top of a desk.
80.jpg,1,a girl is wearing a tie and a dress
26355.jpg,1,A man skating alone on a slope indoors
22272.jpg,1,A toddler is spreading his arms out while he stands on a skateboard.
17761.jpg,1,A man sanding in a room next to a clock wearing a tie.
14151.jpg,1,A man riding on the back of a gray elephant.
9697.jpg,1,A man on a trampoline at a sales convention.
14068.jpg,1 2 3 6,A beautiful woman standing next to a street as a man rides a bike past her.
25460.jpg,1,Black and white photograph of a woman laying on a bed.
6573.jpg,1 19,A gathering of people and horses on a grassy hill.
23245.jpg,5,A small yellow plant sitting on top of a field.
537.jpg,1,A person riding a surfboard on top of a wave.
12701.jpg,19,A plate with a horse on it on a table.
29411.jpg,1,Person in black jacket skiing on a white slope.
646.jpg,17,A cat sitting beside a wicker suitcase in front of some clothes.
21282.jpg,1 10 3,a couple of people pose in front of a limo
12483.jpg,1 2,A woman riding a bicycle down a paved street.
3109.jpg,1,A person goes down the slope covered with snow.
28584.jpg,1 10 3,Looking down the length of a city street while cars pass by.
21723.jpg,1,This guy is in the country about to fly a kite.
9625.jpg,16,"A number of flamingos are preening, or otherwise interacting with other flamingos, all of  whom have their lower legs submerged in dark blue water."
14937.jpg,1 15,a woman sitting at a table next to a white laptop
25568.jpg,1,A young boy sitting on a chair in front of a table with pizza on it.
23212.jpg,1 7 15,A train is pulling into a train station quickly.
28393.jpg,9 18 1,A dog stares eagerly while standing at the edge of a boat.
8525.jpg,1,A man that is standing in the grass with a kite.
3030.jpg,1,A woman with large breast holding up a chocolate doughnut.
2102.jpg,8 1 15,two small girls run around with colorful umbrellas
9555.jpg,16,A stroller with two colorful birds standing on top of it.
25463.jpg,1 5,The front of a parked airplane at its station.
7146.jpg,1 6,A bus driving down a street next to a  tall building.
27794.jpg,1 2,A person doing a trick on a skateboard by a reflection of people.
3891.jpg,1,the woman is pulling luggage with no shoes on
18983.jpg,1,A man running with a tennis racket in his hand.
1995.jpg,3 14,A parking meter sitting on a sidewalk beside cars.
27042.jpg,1,Bald guy with a beard takes a selfie in the mirror
10787.jpg,1,a person on a toilet in a bathroom posing for a photo
4926.jpg,1,Large assortment of fruit displayed in outdoor market.
4976.jpg,1,An old man is playing a video game in the living room.
24505.jpg,1,A young man playing in a park tosses a Frisbee.
9423.jpg,1,A couple of giraffe standing next to a tall building.
10640.jpg,1,Some guys in some military uniforms looking at a phone.
2978.jpg,1,a woman preparing food in a kitchen with chefs
3573.jpg,1,A man on a court with a tennis racket.
7373.jpg,1,A SMALL CHILD POSES IN HIS UNIFORM FOR A PICTURE
28756.jpg,1,Two girls wearing sports jerseys playing with a Frisbee.
26278.jpg,1,A man standing next to an elephant and a mirror at the front
1115.jpg,1 18 15,The dog is in front of a woman sitting on the bench.
13016.jpg,1,A couple of people of holding Wii remote controls.
3088.jpg,1 7,A mirror that is on the side of a wall.
13786.jpg,10 7,A train traveling past another train on train tracks.
3466.jpg,1,The two young women are leaned down over the table.
18800.jpg,1 6,A green double decker bus sitting on top of a parking lot.
13748.jpg,2 15,A narrow road surrounded by tall buildings and street lights.
23266.jpg,1,a man taking a photo of something above him with a cell phone
13263.jpg,1 4 15,A couple of people are siting on a bike together.
23264.jpg,1 10 3 4,There is a black motorcycle with an American flag on the back.
8233.jpg,7,An old red train sits under a cloudy sky.
14964.jpg,1,a young man is playing with a frisbee
7625.jpg,1 19 9 7,A large body of water surrounded by a marina and town with lots of boats.
14482.jpg,19,Several brown horses are in a field by a barn.
7026.jpg,6 7,A small red train on a steel track.
799.jpg,1 3 4 8 10 14,A group of police officers riding motorcycles down a road.
27096.jpg,8 1 3,People are gathered inside of a building checkpoint.
427.jpg,1 2 4,A cow shares the street with merchants and cyclists in an Indian marketplace.
28904.jpg,16 1,A man standing outside of a large window.
17132.jpg,1,A person is taking an apple from several boxes of apples that are for sale.
19731.jpg,1 15,Two different shots of a woman on the tennis court.
18497.jpg,9 1,many different kites in the air and on the ground
19696.jpg,8 1,Several people are snowboarding off the top of a snow covered truck.
14840.jpg,1 2,The road is busy with people  riding and walking crossing it.
21646.jpg,1,A little girl standing in a  kitchen with a teenage boy.
14185.jpg,1,A person sticking a fork in a plate of mussels
24543.jpg,1,A person on a skateboard up in the air.
24064.jpg,1,A man holding a yellow surf board while standing in the water.
24068.jpg,8 1 3 5,A twin engine jet sits on the tarmac as passengers disembark.
28164.jpg,17,A cat sitting on the arm of a chair next to a speaker.
29014.jpg,1 6,Black and white photograph of a person waking with an umbrella.
11499.jpg,1,A skate boarder riding down a metal railing.
7635.jpg,1,A woman sitting at a desk in a blue chair.
232.jpg,1,a person doing a trick on a surfboard in the ocean.
23093.jpg,9 7 1 6,a large train rides across a long beam bridge in a city area
20898.jpg,5,An airplane is preparing to load to then take off.
23945.jpg,3 6,A city bus idles at a corner bus stop.
26530.jpg,1,A white plate topped with two sandwiches next to eating utensils.
7424.jpg,1,A tennis player is trying to hit a ball.
26962.jpg,1,A man is going down a hill on a snowboard.
20022.jpg,1 15,A man is standing on a bench on the dock.
15985.jpg,1,a women sitting down with a wii remote
4023.jpg,1,a person riding a surf board on a wave
29336.jpg,1,a man in skis is walking up a snowy hill
5370.jpg,1,A little girl with an broken arm posing near a restroom sink and toilet.
24885.jpg,7,a rusty train car parked in a field next to a fence
19435.jpg,1,A group of people that are standing around a table.
19192.jpg,1,A man in the batting cage practicing his swings
18793.jpg,1,Man feeding two giraffes in a pen at the zoo
6885.jpg,1 15,A line of people riding elephants are fording a river
27179.jpg,1 2 3 6 10,There is a person on a bicycle stopped near a traffic light.
12289.jpg,8 1 3 13,The van is moving stuff on the street outside.
26883.jpg,17,A cat is looking over its shoulder at the mirror.
13188.jpg,1,A table topped with wine glasses and food.
7903.jpg,1,A couple of young women standing next to each other.
22538.jpg,1,A woman hitting a tennis ball with her racquet.
8217.jpg,1,A family posing for a picture in front of a wall with a painting.
10052.jpg,1 18,Adults and dog sitting on red couch smiling.
20589.jpg,1,The mirrored reflection of a woman brushing her teeth.
3883.jpg,15,A brown wooden bench sitting in the forest.
4412.jpg,1 5,A plane sitting on to of an airport tarmac.
2314.jpg,1,A woman walking down a street with an umbrella that says love rain.
12835.jpg,1,A young child holding onto a small baseball bat
10316.jpg,18,A dog chewing on an empty water bottle.
26593.jpg,1,People stroll past a woman laying on the grass in the park.
18405.jpg,3 1 11,A green and blue fire hydrant sitting on a sidewalk.
7413.jpg,1,"A woman holding a loaf of bread, a slice of bread while spreading peanut butter on it and a jar of peanut butter."
18999.jpg,1,A person standing in the snow next to a snowboard.
20294.jpg,9 1,A woman stands near a man in a boat as an elderly couple sits on the shore.
15945.jpg,8 6,a street sign on a dirt road with a sky background
20253.jpg,1,A woman is hugging her small child on the couch.
4834.jpg,1,a young boy holds a remote control at the camera
19275.jpg,1,A group of elephants marching through a field with people riding on them.
13419.jpg,1,a group of vegetables for sale under a tent
9451.jpg,1 3 15,A woman sitting on a wooden bench talking on a phone.
3424.jpg,1 3 6,The double decked bus is driving down the road.
24484.jpg,1,there is a woman tennis player playing on the court
9618.jpg,1,A person sits on a surf board in the ocean.
5948.jpg,1 15,The skateboarder is heading towards his final destination.
29586.jpg,1,A couple of men holding tennis racquets on a  court.
15260.jpg,1 3 4 8 10,A Santa Clause riding on the back of a black motorcycle.
29514.jpg,17,A cat sitting on top of an open laptop computer.
25440.jpg,1,The television remote is set in front of an old television.
8210.jpg,1,A stand with several types of banana's and melons.
797.jpg,1,An open laptop rests behind food and a knife.
1883.jpg,1,this image is of a boy with a skateboard doing tricks
18279.jpg,19 1 3,A man is herding cows on the road.
1198.jpg,1,A cup of coffee in a front of a oven.
21153.jpg,1,A man jumping into the air to catch a white frisbee.
2793.jpg,1,A woman attempts to ski along a large mound of snow.
22907.jpg,1,A bunch of kids in sand playing with a ball.
21593.jpg,1 18 4,A dog that is sitting on a toy motorcycle.
16867.jpg,1 10 7,A group of passenger loading and unloading from trains.
7127.jpg,1,The finger-sized  fried dough is  dipped into sugar.
24447.jpg,16,A yellow parrot is perched on a tree limb.
13766.jpg,1,A giraffe standing on a dirt field near a fence.
8262.jpg,1,A woman playing tennis on a red court.
28951.jpg,1 2 3 4,A police officer talking to a woman on a sidewalk.
